Student_ID,Age,Gender,University_Year,Major,Attendance_Percentage,Study_Hours_Per_Week,CGPA,Academic_Performance,Programming_Skill
ST045873,22,Male,Senior,Data Science,83,28,3.2,Good,7
ST045874,23,Male,Freshman,Artificial Intelligence,80,35,3.62,Good,10
ST045875,21,Female,Junior,Artificial Intelligence,83,20,3.3,Good,7
ST045876,22,Male,Sophomore,Data Science,85,28,3.45,Good,9
ST045877,20,Female,Senior,Information Technology,61,36,2.91,Average,5
ST045878,22,Female,Junior,Information Technology,69,12,2.68,Average,6
ST045879,22,Male,Freshman,Computer Science,74,30,3.01,Average,5
ST045880,22,Male,Sophomore,Information Technology,88,22,3.35,Good,6
ST045881,28,Male,Senior,Computer Science,73,19,2.48,Poor,6
ST045882,20,Female,Senior,Artificial Intelligence,79,21,3.07,Average,9
ST045883,22,Female,Sophomore,Software Engineering,97,29,3.92,Excellent,10
ST045884,22,Male,Senior,Business Analytics,83,18,3.0,Average,5
ST045885,23,Male,Senior,Computer Science,84,15,2.84,Average,7
ST045886,21,Male,Senior,Software Engineering,93,25,3.53,Good,8
ST045887,23,Male,Junior,Information Technology,80,30,3.3,Good,8
ST045888,27,Male,Junior,Cybersecurity,95,33,3.89,Excellent,8
ST045889,19,Female,Sophomore,Artificial Intelligence,95,28,3.81,Excellent,9
ST045890,22,Male,Sophomore,Data Science,80,37,3.52,Good,8
ST045891,21,Male,Senior,Cybersecurity,80,27,3.23,Good,9
ST045892,20,Male,Freshman,Software Engineering,82,28,3.33,Good,8
ST045893,20,Male,Freshman,Data Science,81,32,3.47,Good,9
ST045894,20,Male,Sophomore,Computer Science,77,35,3.15,Average,7
ST045895,19,Male,Junior,Artificial Intelligence,77,21,2.8,Average,7
ST045896,22,Female,Freshman,Data Science,99,16,3.06,Average,5
ST045897,24,Female,Senior,Computer Science,78,30,3.09,Average,9
ST045898,26,Female,Senior,Software Engineering,81,15,2.76,Average,9
ST045899,20,Male,Freshman,Artificial Intelligence,81,21,3.27,Good,7
ST045900,19,Male,Junior,Software Engineering,85,21,3.17,Average,7
ST045901,20,Female,Senior,Software Engineering,83,21,2.86,Average,8
ST045902,22,Female,Senior,Software Engineering,70,7,2.51,Poor,7
ST045903,21,Male,Senior,Computer Science,85,30,3.22,Good,8
ST045904,21,Male,Sophomore,Information Technology,90,8,3.02,Average,7
ST045905,22,Female,Senior,Artificial Intelligence,84,16,2.98,Average,8
ST045906,26,Female,Senior,Computer Science,69,21,3.16,Average,7
ST045907,23,Female,Junior,Cybersecurity,76,16,3.07,Average,8
ST045908,23,Female,Sophomore,Cybersecurity,80,16,3.06,Average,7
ST045909,22,Male,Sophomore,Computer Science,89,27,3.33,Good,9
ST045910,19,Female,Freshman,Computer Science,78,8,2.66,Average,6
ST045911,22,Male,Junior,Computer Science,68,8,2.56,Poor,5
ST045912,27,Male,Senior,Information Technology,88,17,3.18,Average,6
ST045913,18,Female,Sophomore,Cybersecurity,89,24,3.1,Average,7
ST045914,23,Male,Freshman,Artificial Intelligence,83,29,3.12,Average,9
ST045915,21,Male,Sophomore,Data Science,68,24,2.82,Average,5
ST045916,22,Male,Freshman,Computer Science,69,25,2.72,Average,8
ST045917,20,Female,Junior,Electrical Engineering,77,18,3.21,Good,5
ST045918,21,Female,Senior,Data Science,71,14,2.75,Average,7
ST045919,24,Male,Sophomore,Computer Science,79,18,3.18,Average,8
ST045920,21,Female,Junior,Information Technology,83,28,3.34,Good,7
ST045921,21,Female,Sophomore,Software Engineering,87,26,3.18,Average,9
ST045922,20,Male,Senior,Cybersecurity,80,24,2.99,Average,6
ST045923,21,Female,Junior,Business Analytics,86,12,2.95,Average,6
ST045924,19,Female,Sophomore,Artificial Intelligence,81,37,3.64,Good,10
ST045925,22,Male,Senior,Artificial Intelligence,78,19,2.98,Average,7
ST045926,22,Female,Sophomore,Artificial Intelligence,75,17,3.33,Good,9
ST045927,23,Male,Freshman,Computer Science,86,22,3.28,Good,8
ST045928,22,Male,Sophomore,Software Engineering,78,18,3.04,Average,7
ST045929,21,Male,Freshman,Data Science,74,6,2.36,Poor,7
ST045930,22,Female,Sophomore,Software Engineering,92,14,3.23,Good,9
ST045931,23,Female,Freshman,Electrical Engineering,87,19,3.4,Good,6
ST045932,22,Male,Senior,Artificial Intelligence,73,24,2.78,Average,7
ST045933,22,Male,Freshman,Data Science,99,20,3.33,Good,8
ST045934,23,Female,Junior,Electrical Engineering,82,29,3.33,Good,6
ST045935,21,Female,Sophomore,Computer Science,82,24,3.11,Average,6
ST045936,22,Male,Freshman,Computer Science,73,22,2.76,Average,7
ST045937,19,Female,Junior,Computer Science,60,11,2.33,Poor,4
ST045938,21,Male,Freshman,Cybersecurity,91,26,3.56,Good,8
ST045939,21,Male,Junior,Electrical Engineering,73,16,2.82,Average,5
ST045940,22,Female,Junior,Information Technology,92,17,3.19,Average,6
ST045941,23,Female,Senior,Cybersecurity,92,12,3.1,Average,7
ST045942,20,Female,Senior,Software Engineering,77,24,2.76,Average,7
ST045943,20,Female,Senior,Computer Science,69,11,2.76,Average,9
ST045944,23,Male,Senior,Software Engineering,81,31,3.56,Good,9
ST045945,22,Female,Senior,Business Analytics,84,15,3.09,Average,5
ST045946,22,Male,Junior,Data Science,88,26,3.51,Good,7
ST045947,21,Female,Sophomore,Data Science,84,16,3.05,Average,6
ST045948,21,Male,Senior,Business Analytics,85,20,3.24,Good,6
ST045949,20,Female,Junior,Computer Science,72,23,2.84,Average,6
ST045950,24,Male,Senior,Information Technology,75,18,2.76,Average,7
ST045951,21,Female,Junior,Information Technology,88,28,3.54,Good,8
ST045952,21,Male,Senior,Data Science,80,23,3.05,Average,8
ST045953,23,Female,Freshman,Business Analytics,100,31,3.92,Excellent,7
ST045954,22,Male,Sophomore,Artificial Intelligence,90,23,3.18,Average,9
ST045955,22,Female,Junior,Computer Science,97,21,3.36,Good,7
ST045956,19,Female,Junior,Computer Science,73,13,2.97,Average,7
ST045957,26,Male,Sophomore,Artificial Intelligence,88,20,3.18,Average,9
ST045958,18,Male,Senior,Artificial Intelligence,69,13,2.87,Average,7
ST045959,22,Female,Senior,Information Technology,100,26,3.48,Good,6
ST045960,22,Male,Freshman,Software Engineering,90,26,3.66,Good,10
ST045961,22,Female,Sophomore,Business Analytics,89,16,3.05,Average,7
ST045962,20,Female,Senior,Information Technology,95,32,3.69,Good,6
ST045963,22,Male,Freshman,Computer Science,79,15,2.94,Average,8
ST045964,21,Male,Junior,Artificial Intelligence,86,30,3.31,Good,8
ST045965,20,Male,Freshman,Computer Science,76,14,2.88,Average,7
ST045966,26,Other,Freshman,Data Science,90,14,3.42,Good,7
ST045967,20,Male,Freshman,Data Science,78,25,3.04,Average,7
ST045968,21,Other,Sophomore,Artificial Intelligence,72,18,2.65,Average,6
ST045969,22,Male,Senior,Business Analytics,69,11,2.82,Average,7
ST045970,22,Female,Sophomore,Artificial Intelligence,96,15,3.27,Good,8
ST045971,21,Male,Junior,Artificial Intelligence,82,29,3.27,Good,8
ST045972,20,Female,Senior,Artificial Intelligence,86,25,3.26,Good,9
ST045973,23,Male,Senior,Business Analytics,83,22,3.14,Average,7
ST045974,21,Female,Senior,Cybersecurity,88,21,3.32,Good,6
ST045975,19,Male,Senior,Artificial Intelligence,88,25,3.15,Average,7
ST045976,20,Other,Junior,Computer Science,76,17,3.01,Average,7
ST045977,19,Female,Junior,Computer Science,87,20,3.56,Good,6
ST045978,22,Female,Sophomore,Computer Science,95,27,3.51,Good,10
ST045979,21,Female,Junior,Software Engineering,85,20,3.01,Average,8
ST045980,22,Male,Junior,Business Analytics,83,14,2.95,Average,6
ST045981,19,Female,Sophomore,Cybersecurity,98,22,3.33,Good,8
ST045982,18,Male,Sophomore,Computer Science,61,23,2.77,Average,7
ST045983,21,Male,Junior,Computer Science,73,22,3.0,Average,7
ST045984,21,Female,Junior,Information Technology,67,32,2.82,Average,4
ST045985,19,Female,Freshman,Software Engineering,84,18,2.96,Average,8
ST045986,28,Male,Sophomore,Cybersecurity,100,23,3.7,Excellent,8
ST045987,22,Female,Junior,Software Engineering,77,23,2.93,Average,8
ST045988,20,Male,Freshman,Cybersecurity,89,20,3.15,Average,7
ST045989,21,Male,Sophomore,Cybersecurity,74,19,2.83,Average,8
ST045990,21,Male,Sophomore,Software Engineering,100,9,3.39,Good,9
ST045991,21,Female,Senior,Artificial Intelligence,83,18,2.85,Average,7
ST045992,19,Female,Freshman,Artificial Intelligence,93,27,3.44,Good,9
ST045993,20,Male,Sophomore,Electrical Engineering,87,19,3.09,Average,5
ST045994,22,Male,Senior,Data Science,83,18,3.28,Good,8
ST045995,23,Male,Junior,Artificial Intelligence,70,27,3.13,Average,8
ST045996,21,Male,Senior,Artificial Intelligence,86,34,3.27,Good,10
ST045997,22,Female,Junior,Computer Science,74,19,2.97,Average,6
ST045998,20,Male,Sophomore,Business Analytics,94,14,3.27,Good,6
ST045999,20,Male,Senior,Business Analytics,77,30,3.32,Good,6
ST046000,19,Male,Junior,Software Engineering,83,20,3.13,Average,8
ST046001,25,Female,Sophomore,Computer Science,97,16,3.39,Good,9
ST046002,28,Female,Sophomore,Electrical Engineering,81,22,3.06,Average,4
ST046003,21,Male,Sophomore,Electrical Engineering,65,23,2.64,Average,4
ST046004,20,Female,Junior,Software Engineering,86,17,2.85,Average,7
ST046005,20,Female,Senior,Data Science,80,25,3.21,Good,8
ST046006,23,Female,Junior,Computer Science,77,20,2.93,Average,7
ST046007,22,Male,Junior,Software Engineering,85,10,3.11,Average,8
ST046008,18,Female,Sophomore,Information Technology,95,14,3.32,Good,5
ST046009,20,Male,Senior,Cybersecurity,78,25,2.79,Average,5
ST046010,23,Male,Junior,Computer Science,89,15,3.0,Average,7
ST046011,22,Female,Senior,Electrical Engineering,82,27,3.15,Average,5
ST046012,20,Male,Sophomore,Data Science,80,25,3.34,Good,8
ST046013,19,Male,Senior,Computer Science,69,19,2.83,Average,6
ST046014,23,Female,Senior,Artificial Intelligence,88,25,3.21,Good,10
ST046015,23,Female,Sophomore,Computer Science,100,27,3.67,Good,9
ST046016,20,Male,Junior,Computer Science,100,21,3.5,Good,8
ST046017,26,Male,Senior,Information Technology,75,40,3.53,Good,9
ST046018,20,Female,Freshman,Computer Science,62,17,2.85,Average,6
ST046019,21,Male,Junior,Cybersecurity,66,13,2.64,Average,6
ST046020,23,Male,Sophomore,Data Science,92,26,3.58,Good,8
ST046021,18,Female,Sophomore,Cybersecurity,82,25,3.15,Average,9
ST046022,21,Female,Junior,Data Science,72,31,3.2,Good,7
ST046023,19,Male,Sophomore,Artificial Intelligence,80,18,2.73,Average,9
ST046024,21,Male,Junior,Business Analytics,82,28,3.09,Average,7
ST046025,25,Female,Senior,Computer Science,85,24,3.31,Good,8
ST046026,21,Female,Junior,Cybersecurity,63,16,2.62,Average,7
ST046027,24,Female,Senior,Data Science,91,18,3.42,Good,8
ST046028,20,Male,Junior,Electrical Engineering,58,19,2.77,Average,3
ST046029,22,Male,Junior,Data Science,78,17,2.9,Average,6
ST046030,21,Male,Senior,Artificial Intelligence,81,16,2.99,Average,8
ST046031,25,Male,Senior,Artificial Intelligence,79,26,3.31,Good,9
ST046032,24,Female,Junior,Cybersecurity,71,15,2.77,Average,6
ST046033,22,Male,Junior,Computer Science,74,24,2.95,Average,5
ST046034,20,Male,Junior,Information Technology,96,24,3.7,Excellent,7
ST046035,24,Female,Freshman,Electrical Engineering,69,27,3.04,Average,5
ST046036,19,Male,Sophomore,Computer Science,96,13,3.33,Good,6
ST046037,22,Male,Junior,Software Engineering,100,24,3.41,Good,10
ST046038,25,Male,Freshman,Artificial Intelligence,76,5,2.71,Average,7
ST046039,20,Male,Junior,Cybersecurity,80,19,3.35,Good,8
ST046040,22,Female,Junior,Computer Science,82,15,2.87,Average,6
ST046041,20,Male,Sophomore,Cybersecurity,85,13,2.95,Average,6
ST046042,21,Male,Junior,Information Technology,83,16,3.1,Average,6
ST046043,22,Male,Senior,Computer Science,83,36,3.2,Good,8
ST046044,19,Male,Senior,Data Science,69,14,2.66,Average,6
ST046045,22,Male,Sophomore,Electrical Engineering,68,18,2.72,Average,6
ST046046,18,Male,Junior,Computer Science,73,15,2.61,Average,5
ST046047,19,Male,Sophomore,Artificial Intelligence,82,27,3.05,Average,8
ST046048,21,Female,Senior,Computer Science,81,19,3.07,Average,6
ST046049,20,Female,Sophomore,Artificial Intelligence,94,10,3.21,Good,9
ST046050,18,Female,Sophomore,Computer Science,84,23,3.42,Good,9
ST046051,19,Male,Junior,Computer Science,69,25,2.72,Average,6
ST046052,19,Female,Senior,Electrical Engineering,85,34,3.23,Good,7
ST046053,21,Male,Senior,Computer Science,86,25,3.2,Good,7
ST046054,19,Female,Sophomore,Software Engineering,86,17,3.11,Average,10
ST046055,18,Female,Senior,Software Engineering,80,26,2.81,Average,9
ST046056,22,Female,Sophomore,Information Technology,69,24,3.1,Average,6
ST046057,20,Male,Freshman,Data Science,81,6,2.62,Average,7
ST046058,21,Female,Senior,Computer Science,86,19,3.2,Good,7
ST046059,28,Female,Junior,Business Analytics,91,17,3.32,Good,7
ST046060,21,Male,Junior,Data Science,80,17,2.95,Average,8
ST046061,23,Male,Senior,Software Engineering,85,17,3.2,Good,7
ST046062,23,Male,Senior,Business Analytics,87,18,3.2,Good,5
ST046063,22,Female,Senior,Business Analytics,78,14,3.12,Average,5
ST046064,20,Male,Freshman,Computer Science,71,13,2.46,Poor,6
ST046065,21,Female,Freshman,Data Science,67,17,2.64,Average,6
ST046066,21,Female,Junior,Software Engineering,96,6,3.28,Good,8
ST046067,25,Other,Freshman,Computer Science,100,17,3.42,Good,8
ST046068,21,Other,Junior,Computer Science,79,28,3.14,Average,9
ST046069,19,Male,Sophomore,Data Science,75,10,2.85,Average,7
ST046070,22,Male,Junior,Artificial Intelligence,82,19,3.28,Good,9
ST046071,19,Female,Sophomore,Data Science,86,23,3.47,Good,8
ST046072,21,Female,Sophomore,Computer Science,73,18,3.0,Average,8
ST046073,23,Male,Junior,Artificial Intelligence,83,13,2.9,Average,9
ST046074,23,Male,Senior,Cybersecurity,90,31,3.82,Excellent,7
ST046075,22,Female,Senior,Software Engineering,84,25,3.18,Average,7
ST046076,21,Female,Junior,Cybersecurity,75,14,2.43,Poor,4
ST046077,19,Male,Junior,Data Science,100,25,3.6,Good,7
ST046078,21,Male,Sophomore,Computer Science,84,20,3.02,Average,6
ST046079,19,Female,Sophomore,Artificial Intelligence,88,29,3.38,Good,9
ST046080,21,Other,Sophomore,Computer Science,74,15,3.03,Average,6
ST046081,21,Female,Junior,Artificial Intelligence,87,23,3.14,Average,10
ST046082,20,Male,Sophomore,Electrical Engineering,83,15,2.98,Average,6
ST046083,21,Male,Senior,Software Engineering,88,16,3.3,Good,10
ST046084,20,Male,Senior,Artificial Intelligence,62,15,2.45,Poor,8
ST046085,25,Male,Freshman,Data Science,83,12,3.04,Average,6
ST046086,20,Male,Senior,Computer Science,89,17,3.25,Good,7
ST046087,26,Male,Senior,Cybersecurity,76,24,2.82,Average,7
ST046088,20,Female,Senior,Software Engineering,81,23,3.46,Good,7
ST046089,23,Female,Junior,Computer Science,70,34,3.2,Good,7
ST046090,18,Male,Senior,Information Technology,91,21,3.13,Average,7
ST046091,24,Male,Freshman,Information Technology,85,28,3.26,Good,6
ST046092,22,Female,Junior,Computer Science,62,19,2.8,Average,7
ST046093,19,Male,Sophomore,Software Engineering,92,10,3.17,Average,8
ST046094,20,Male,Junior,Software Engineering,86,11,2.88,Average,7
ST046095,23,Male,Junior,Computer Science,87,8,2.93,Average,6
ST046096,22,Female,Junior,Computer Science,74,20,2.76,Average,8
ST046097,24,Female,Senior,Artificial Intelligence,83,13,2.85,Average,6
ST046098,21,Male,Junior,Computer Science,86,17,3.07,Average,7
ST046099,23,Male,Sophomore,Computer Science,86,31,3.54,Good,7
ST046100,19,Female,Junior,Data Science,74,24,2.98,Average,7
ST046101,24,Female,Freshman,Software Engineering,81,12,2.88,Average,8
ST046102,18,Female,Junior,Computer Science,76,32,3.37,Good,6
ST046103,21,Male,Junior,Electrical Engineering,78,7,2.63,Average,2
ST046104,22,Female,Sophomore,Cybersecurity,66,13,2.73,Average,7
ST046105,19,Male,Senior,Cybersecurity,83,30,3.35,Good,7
ST046106,23,Male,Senior,Software Engineering,68,14,2.67,Average,7
ST046107,22,Female,Sophomore,Computer Science,86,12,2.92,Average,9
ST046108,20,Male,Junior,Software Engineering,100,28,3.68,Good,9
ST046109,19,Male,Sophomore,Cybersecurity,66,22,2.8,Average,7
ST046110,24,Female,Freshman,Business Analytics,70,25,2.98,Average,6
ST046111,19,Male,Sophomore,Electrical Engineering,88,31,3.67,Good,6
ST046112,21,Female,Senior,Software Engineering,73,29,3.01,Average,9
ST046113,19,Female,Sophomore,Cybersecurity,80,23,2.86,Average,8
ST046114,21,Male,Sophomore,Cybersecurity,75,27,2.92,Average,5
ST046115,19,Male,Freshman,Information Technology,79,24,2.88,Average,6
ST046116,27,Male,Sophomore,Computer Science,76,27,2.94,Average,8
ST046117,24,Other,Senior,Data Science,55,29,2.64,Average,7
ST046118,20,Male,Sophomore,Computer Science,85,17,3.12,Average,8
ST046119,21,Female,Junior,Computer Science,88,22,3.16,Average,7
ST046120,21,Male,Junior,Computer Science,87,29,3.46,Good,9
ST046121,25,Female,Sophomore,Software Engineering,92,29,3.44,Good,8
ST046122,22,Female,Freshman,Computer Science,86,19,2.97,Average,7
ST046123,20,Female,Junior,Computer Science,95,24,3.48,Good,8
ST046124,22,Female,Junior,Cybersecurity,88,14,3.08,Average,10
ST046125,22,Male,Sophomore,Computer Science,67,19,2.65,Average,6
ST046126,21,Male,Sophomore,Artificial Intelligence,91,16,2.95,Average,8
ST046127,20,Female,Sophomore,Information Technology,95,16,2.94,Average,6
ST046128,20,Female,Junior,Data Science,74,15,2.96,Average,6
ST046129,20,Male,Freshman,Business Analytics,72,16,2.8,Average,4
ST046130,21,Female,Freshman,Information Technology,72,13,2.82,Average,5
ST046131,25,Male,Junior,Information Technology,73,22,2.85,Average,7
ST046132,19,Female,Sophomore,Cybersecurity,85,33,3.28,Good,6
ST046133,23,Female,Freshman,Computer Science,77,20,3.03,Average,7
ST046134,23,Female,Junior,Artificial Intelligence,73,22,3.07,Average,6
ST046135,24,Female,Senior,Electrical Engineering,74,20,2.73,Average,3
ST046136,22,Female,Freshman,Electrical Engineering,80,19,3.08,Average,6
ST046137,21,Female,Freshman,Computer Science,67,20,2.56,Poor,7
ST046138,19,Male,Sophomore,Data Science,71,31,2.99,Average,6
ST046139,18,Male,Senior,Artificial Intelligence,67,22,2.64,Average,7
ST046140,22,Male,Senior,Business Analytics,87,21,3.25,Good,3
ST046141,21,Female,Junior,Artificial Intelligence,93,20,3.08,Average,9
ST046142,19,Female,Freshman,Electrical Engineering,85,18,3.24,Good,5
ST046143,23,Male,Freshman,Computer Science,77,23,2.92,Average,7
ST046144,20,Female,Junior,Software Engineering,87,12,2.8,Average,9
ST046145,18,Female,Senior,Computer Science,70,22,2.97,Average,7
ST046146,21,Male,Junior,Information Technology,77,15,2.82,Average,6
ST046147,21,Female,Senior,Computer Science,68,21,3.05,Average,8
ST046148,19,Female,Senior,Computer Science,92,29,3.69,Good,9
ST046149,22,Female,Sophomore,Computer Science,71,12,2.6,Average,7
ST046150,21,Male,Senior,Artificial Intelligence,86,25,3.28,Good,9
ST046151,22,Male,Senior,Cybersecurity,95,21,3.37,Good,8
ST046152,18,Female,Sophomore,Electrical Engineering,66,29,2.73,Average,5
ST046153,21,Female,Senior,Information Technology,88,18,3.1,Average,6
ST046154,22,Male,Sophomore,Software Engineering,92,35,3.56,Good,8
ST046155,21,Female,Junior,Electrical Engineering,86,26,3.33,Good,6
ST046156,21,Male,Junior,Information Technology,71,18,2.44,Poor,7
ST046157,22,Male,Sophomore,Artificial Intelligence,74,27,3.13,Average,8
ST046158,20,Male,Freshman,Information Technology,81,14,2.88,Average,7
ST046159,19,Female,Senior,Software Engineering,88,31,3.68,Good,8
ST046160,22,Female,Junior,Artificial Intelligence,72,21,2.71,Average,7
ST046161,24,Male,Senior,Cybersecurity,95,25,3.15,Average,7
ST046162,20,Female,Senior,Software Engineering,99,19,3.3,Good,9
ST046163,20,Male,Junior,Information Technology,83,14,2.9,Average,6
ST046164,20,Male,Senior,Computer Science,80,22,2.97,Average,8
ST046165,23,Female,Freshman,Information Technology,93,24,3.09,Average,8
ST046166,23,Male,Junior,Computer Science,66,11,2.54,Poor,7
ST046167,20,Other,Junior,Data Science,90,21,3.54,Good,7
ST046168,22,Female,Freshman,Business Analytics,88,25,3.36,Good,7
ST046169,19,Male,Freshman,Artificial Intelligence,89,18,2.78,Average,7
ST046170,25,Female,Senior,Cybersecurity,89,19,3.27,Good,9
ST046171,20,Male,Junior,Computer Science,91,22,3.32,Good,7
ST046172,24,Male,Senior,Electrical Engineering,71,16,2.69,Average,6
ST046173,23,Female,Junior,Business Analytics,77,35,3.27,Good,6
ST046174,19,Female,Senior,Artificial Intelligence,77,24,3.02,Average,8
ST046175,28,Male,Freshman,Software Engineering,71,17,2.49,Poor,7
ST046176,19,Male,Junior,Artificial Intelligence,98,23,3.69,Good,10
ST046177,22,Male,Sophomore,Electrical Engineering,89,16,2.86,Average,5
ST046178,21,Female,Junior,Information Technology,71,5,2.57,Poor,5
ST046179,21,Male,Junior,Software Engineering,82,24,3.2,Good,9
ST046180,19,Male,Freshman,Electrical Engineering,100,35,3.7,Excellent,6
ST046181,21,Female,Junior,Data Science,90,32,3.23,Good,6
ST046182,20,Male,Sophomore,Information Technology,88,21,3.51,Good,7
ST046183,20,Male,Senior,Computer Science,88,26,3.59,Good,8
ST046184,27,Female,Junior,Information Technology,98,14,3.17,Average,5
ST046185,19,Male,Sophomore,Electrical Engineering,91,9,2.99,Average,5
ST046186,22,Male,Junior,Computer Science,80,17,2.92,Average,6
ST046187,21,Female,Junior,Computer Science,61,25,2.86,Average,7
ST046188,22,Other,Freshman,Electrical Engineering,86,22,2.99,Average,7
ST046189,22,Female,Junior,Information Technology,93,21,3.53,Good,7
ST046190,20,Female,Senior,Software Engineering,74,20,2.57,Poor,7
ST046191,22,Male,Senior,Electrical Engineering,70,18,2.86,Average,6
ST046192,18,Female,Senior,Computer Science,78,18,3.05,Average,8
ST046193,19,Female,Junior,Artificial Intelligence,100,30,3.39,Good,8
ST046194,21,Female,Senior,Business Analytics,97,12,2.99,Average,4
ST046195,22,Male,Senior,Business Analytics,96,26,3.43,Good,6
ST046196,21,Female,Senior,Software Engineering,83,17,3.18,Average,7
ST046197,21,Male,Freshman,Cybersecurity,94,19,3.33,Good,9
ST046198,21,Male,Junior,Data Science,69,26,2.98,Average,7
ST046199,30,Other,Senior,Computer Science,77,19,3.06,Average,8
ST046200,23,Female,Sophomore,Electrical Engineering,88,20,3.18,Average,5
ST046201,21,Female,Senior,Cybersecurity,98,34,3.87,Excellent,7
ST046202,22,Male,Junior,Computer Science,94,10,3.07,Average,6
ST046203,23,Male,Senior,Cybersecurity,93,18,3.25,Good,8
ST046204,23,Male,Senior,Artificial Intelligence,92,27,3.43,Good,8
ST046205,19,Female,Sophomore,Software Engineering,82,14,2.94,Average,9
ST046206,19,Male,Junior,Information Technology,84,28,3.18,Average,6
ST046207,20,Female,Sophomore,Computer Science,87,27,3.18,Average,8
ST046208,22,Male,Junior,Software Engineering,72,21,2.91,Average,8
ST046209,20,Male,Freshman,Data Science,77,19,3.05,Average,7
ST046210,22,Male,Freshman,Cybersecurity,69,24,2.92,Average,6
ST046211,20,Male,Senior,Cybersecurity,76,24,3.2,Good,6
ST046212,22,Male,Senior,Cybersecurity,79,14,2.66,Average,7
ST046213,23,Male,Junior,Data Science,81,27,2.79,Average,5
ST046214,22,Female,Junior,Data Science,94,31,3.45,Good,7
ST046215,23,Male,Freshman,Electrical Engineering,88,27,3.12,Average,5
ST046216,22,Male,Freshman,Data Science,81,20,2.89,Average,8
ST046217,26,Female,Junior,Artificial Intelligence,80,14,3.19,Average,8
ST046218,20,Male,Junior,Artificial Intelligence,80,20,3.28,Good,9
ST046219,19,Male,Senior,Computer Science,71,23,2.84,Average,6
ST046220,28,Female,Sophomore,Computer Science,80,12,2.74,Average,7
ST046221,22,Male,Sophomore,Information Technology,85,23,3.09,Average,7
ST046222,20,Female,Sophomore,Software Engineering,69,13,2.68,Average,8
ST046223,22,Female,Sophomore,Information Technology,78,38,3.34,Good,8
ST046224,19,Female,Senior,Cybersecurity,73,15,2.57,Poor,5
ST046225,19,Male,Junior,Computer Science,67,15,2.41,Poor,6
ST046226,22,Male,Freshman,Software Engineering,77,22,2.92,Average,10
ST046227,20,Female,Sophomore,Cybersecurity,85,25,3.22,Good,8
ST046228,20,Female,Sophomore,Data Science,71,28,3.14,Average,8
ST046229,20,Female,Sophomore,Software Engineering,96,27,3.5,Good,9
ST046230,24,Female,Sophomore,Artificial Intelligence,80,19,2.84,Average,7
ST046231,22,Male,Junior,Artificial Intelligence,93,18,2.91,Average,7
ST046232,23,Male,Senior,Computer Science,85,12,2.82,Average,6
ST046233,21,Female,Freshman,Cybersecurity,84,10,2.72,Average,6
ST046234,21,Male,Senior,Electrical Engineering,73,27,3.08,Average,6
ST046235,22,Female,Freshman,Artificial Intelligence,89,24,3.34,Good,8
ST046236,24,Female,Sophomore,Computer Science,85,13,2.97,Average,7
ST046237,18,Male,Senior,Business Analytics,86,16,3.04,Average,3
ST046238,20,Female,Freshman,Computer Science,94,28,3.72,Excellent,6
ST046239,21,Female,Freshman,Information Technology,73,8,2.71,Average,4
ST046240,20,Male,Freshman,Data Science,86,14,2.92,Average,7
ST046241,20,Female,Freshman,Computer Science,83,15,2.85,Average,6
ST046242,20,Female,Senior,Artificial Intelligence,84,28,3.19,Average,10
ST046243,22,Male,Junior,Business Analytics,82,33,3.33,Good,7
ST046244,21,Male,Junior,Computer Science,94,14,3.12,Average,7
ST046245,19,Female,Junior,Computer Science,83,32,3.66,Good,10
ST046246,22,Female,Junior,Computer Science,74,38,3.37,Good,9
ST046247,22,Male,Junior,Computer Science,73,31,3.16,Average,7
ST046248,28,Male,Freshman,Electrical Engineering,89,22,3.23,Good,5
ST046249,21,Male,Junior,Business Analytics,75,27,3.05,Average,5
ST046250,24,Male,Senior,Data Science,91,21,3.34,Good,8
ST046251,23,Male,Freshman,Computer Science,77,20,3.16,Average,8
ST046252,22,Male,Sophomore,Computer Science,90,32,3.46,Good,7
ST046253,21,Male,Sophomore,Computer Science,66,26,2.8,Average,5
ST046254,26,Female,Freshman,Data Science,85,29,3.46,Good,7
ST046255,28,Male,Senior,Software Engineering,97,27,3.57,Good,7
ST046256,19,Male,Senior,Computer Science,70,9,2.55,Poor,7
ST046257,21,Male,Sophomore,Software Engineering,94,22,3.32,Good,8
ST046258,20,Male,Freshman,Artificial Intelligence,61,20,2.67,Average,8
ST046259,20,Female,Senior,Software Engineering,80,17,2.94,Average,10
ST046260,19,Female,Senior,Software Engineering,67,8,2.38,Poor,7
ST046261,20,Female,Freshman,Information Technology,86,25,3.38,Good,9
ST046262,24,Female,Senior,Cybersecurity,88,18,3.12,Average,6
ST046263,21,Male,Freshman,Software Engineering,84,29,3.36,Good,9
ST046264,27,Female,Senior,Computer Science,85,11,3.02,Average,6
ST046265,19,Female,Junior,Information Technology,85,41,3.43,Good,7
ST046266,19,Male,Junior,Information Technology,88,5,2.89,Average,5
ST046267,21,Female,Senior,Cybersecurity,70,27,3.06,Average,7
ST046268,24,Male,Senior,Software Engineering,82,32,3.27,Good,6
ST046269,24,Female,Junior,Computer Science,93,29,3.31,Good,8
ST046270,23,Female,Freshman,Computer Science,94,10,2.96,Average,8
ST046271,23,Male,Junior,Electrical Engineering,81,19,3.02,Average,4
